Data;Operacao;Status;Previsao;Valor Atual;Preco;Quantidade;Custo;Capital
2024-09-24;Compra;Entrada;62764.08;63306.00;63339.99;2;0.00;154447.65
2024-09-25;Venda;Saida;63850.92;64187.97;64262.70;-2;0.00;156361.05
2024-09-26;Compra;Entrada;62729.60;63263.38;63152.01;2;0.00;156583.79
2024-09-27;Venda;Saida;64447.75;65155.99;65173.99;-2;0.00;160405.01
2024-09-28;Compra;Entrada;65309.53;65742.01;65769.95;2;0.00;160349.13
2024-09-29;Venda;Saida;65207.92;65897.99;65858.00;-2;0.00;160581.11
2024-09-30;Compra;Entrada;65211.42;65239.88;65602.01;2;0.00;159856.85
2024-10-01;Venda;Saida;63002.40;63350.04;63327.60;-2;0.00;156032.29
2024-10-02;Compra;Entrada;60290.94;60972.00;60804.92;2;0.00;156366.45
2024-10-03;Venda;Saida;60159.23;60772.00;60649.27;-2;0.00;155720.99
2024-10-04;Compra;Entrada;60275.17;60705.12;60752.72;2;0.00;155625.79
2024-10-05;Venda;Saida;61633.77;62090.93;62086.00;-2;0.00;158387.55
2024-10-06;Compra;Entrada;61408.27;61963.45;62058.01;2;0.00;158198.43
2024-10-07;Venda;Saida;62010.05;62763.99;62819.91;-2;0.00;159911.35
2024-10-08;Compra;Entrada;62259.32;62388.00;62224.01;2;0.00;160239.33
2024-10-09;Venda;Saida;61672.47;62232.00;62160.50;-2;0.00;159784.33
2024-10-10;Compra;Entrada;60151.80;60496.01;60636.01;2;0.00;159504.33
2024-10-11;Venda;Saida;59562.26;60211.18;60326.40;-2;0.00;159165.11
2024-10-12;Compra;Entrada;61984.16;62729.11;62539.99;2;0.00;159543.35
2024-10-13;Venda;Saida;62674.18;63232.13;63206.23;-2;0.00;160497.59
2024-10-14;Compra;Entrada;62289.47;62703.05;62870.02;2;0.00;160163.65
2024-10-15;Venda;Saida;65577.86;66330.00;66084.00;-2;0.00;166925.55
2024-10-16;Compra;Entrada;66222.35;66803.36;67074.14;2;0.00;166383.99
2024-10-17;Venda;Saida;67215.36;67769.43;67620.00;-2;0.00;168017.27
2024-10-18;Compra;Entrada;66857.77;67372.01;67421.78;2;0.00;167917.73
2024-10-19;Venda;Saida;67878.09;68433.00;68427.99;-2;0.00;170029.69
